"date","ca","ca_name","hb","hb_name","y","m","julian","total.a","lt4","gt4","pc.lt4","pc.gt4","size_type","GPs_Count","num.practices","list.size"
2018-01-28,"S12000033","Aberdeen City","S08000020","NHS Grampian",2018,1,1071,1338,1130,208,0.844544095665172,0.155455904334828,"Large",216,29,253776
2018-01-28,"S12000035","Argyll and Bute","S08000022","NHS Highland",2018,1,1071,152,149,3,0.980263157894737,0.0197368421052632,"Medium",104,33,88694
2018-01-28,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2018,1,1071,3078,2468,610,0.801819363222872,0.198180636777128,"Large",565,72,566678
2018-01-28,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2018,1,1071,1228,1098,130,0.89413680781759,0.10586319218241,"Medium",142,29,181943
2018-01-28,"S12000040","West Lothian","S08000024","NHS Lothian",2018,1,1071,953,833,120,0.87408184679958,0.12591815320042,"Medium",151,21,184872
2018-01-28,"S12000042","Dundee City","S08000030","NHS Tayside",2018,1,1071,886,866,20,0.977426636568849,0.0225733634311512,"Medium",145,22,162716
2018-01-28,"S12000047","Fife","S08000029","NHS Fife",2018,1,1071,1171,1124,47,0.959863364645602,0.040136635354398,"Large",287,56,383709
2018-01-28,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2018,1,1071,405,401,4,0.990123456790123,0.00987654320987654,"Medium",150,25,147946
2018-01-28,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2018,1,1071,4628,4187,441,0.904710458081245,0.0952895419187554,"Large",598,145,725081
2018-01-28,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2018,1,1071,2614,2484,130,0.95026778882938,0.0497322111706197,"Large",204,54,349535
2018-02-04,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2018,2,1078,804,696,108,0.865671641791045,0.134328358208955,"Medium",123,32,154306
2018-02-04,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2018,2,1078,1340,1232,108,0.919402985074627,0.0805970149253731,"Medium",105,17,132090
2018-02-04,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2018,2,1078,144,140,4,0.972222222222222,0.0277777777777778,"Small",32,9,26941
2018-02-04,"S12000014","Falkirk","S08000019","NHS Forth Valley",2018,2,1078,1146,949,197,0.828097731239092,0.171902268760908,"Medium",131,27,162767
2018-02-04,"S12000017","Highland","S08000022","NHS Highland",2018,2,1078,987,922,65,0.934143870314083,0.0658561296859169,"Large",287,65,240473
2018-02-04,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2018,2,1078,597,568,29,0.95142378559464,0.0485762144053601,"Small",55,14,81079
2018-02-04,"S12000020","Moray","S08000020","NHS Grampian",2018,2,1078,425,415,10,0.976470588235294,0.0235294117647059,"Medium",89,13,93418
2018-02-04,"S12000023","Orkney Islands","S08000025","NHS Orkney",2018,2,1078,124,121,3,0.975806451612903,0.0241935483870968,"Small",35,7,21711
2018-02-04,"S12000026","Scottish Borders","S08000016","NHS Borders",2018,2,1078,518,485,33,0.936293436293436,0.0637065637065637,"Medium",126,23,118921
2018-02-04,"S12000027","Shetland Islands","S08000026","NHS Shetland",2018,2,1078,153,148,5,0.967320261437909,0.0326797385620915,"Small",30,10,22958
2018-02-04,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2018,2,1078,641,619,22,0.965678627145086,0.0343213728549142,"Medium",100,20,113957
2018-02-04,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2018,2,1078,1225,1153,72,0.941224489795918,0.0587755102040816,"Large",236,50,334581
2018-02-04,"S12000033","Aberdeen City","S08000020","NHS Grampian",2018,2,1078,1441,1285,156,0.891741845940319,0.108258154059681,"Large",216,29,253776
2018-02-04,"S12000035","Argyll and Bute","S08000022","NHS Highland",2018,2,1078,150,147,3,0.98,0.02,"Medium",104,33,88694
2018-02-04,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2018,2,1078,3077,2582,495,0.839129021774456,0.160870978225544,"Large",565,72,566678
2018-02-04,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2018,2,1078,1267,1097,170,0.865824782951855,0.134175217048145,"Medium",142,29,181943
2018-02-04,"S12000040","West Lothian","S08000024","NHS Lothian",2018,2,1078,1023,955,68,0.933528836754643,0.0664711632453568,"Medium",151,21,184872
2018-02-04,"S12000042","Dundee City","S08000030","NHS Tayside",2018,2,1078,926,887,39,0.957883369330454,0.0421166306695464,"Medium",145,22,162716
2018-02-04,"S12000047","Fife","S08000029","NHS Fife",2018,2,1078,1172,1145,27,0.976962457337884,0.023037542662116,"Large",287,56,383709
2018-02-04,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2018,2,1078,440,421,19,0.956818181818182,0.0431818181818182,"Medium",150,25,147946
2018-02-04,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2018,2,1078,4712,4244,468,0.900679117147708,0.099320882852292,"Large",598,145,725081
2018-02-04,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2018,2,1078,2623,2353,270,0.897064430041937,0.102935569958063,"Large",204,54,349535
2018-02-11,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2018,2,1085,830,763,67,0.919277108433735,0.080722891566265,"Medium",123,32,154306
2018-02-11,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2018,2,1085,1276,1138,138,0.891849529780564,0.108150470219436,"Medium",105,17,132090
2018-02-11,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2018,2,1085,121,119,2,0.983471074380165,0.0165289256198347,"Small",32,9,26941
2018-02-11,"S12000014","Falkirk","S08000019","NHS Forth Valley",2018,2,1085,1117,1020,97,0.913160250671441,0.0868397493285586,"Medium",131,27,162767
2018-02-11,"S12000017","Highland","S08000022","NHS Highland",2018,2,1085,951,834,117,0.876971608832808,0.123028391167192,"Large",287,65,240473
2018-02-11,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2018,2,1085,615,568,47,0.923577235772358,0.0764227642276423,"Small",55,14,81079
2018-02-11,"S12000020","Moray","S08000020","NHS Grampian",2018,2,1085,439,420,19,0.956719817767654,0.0432801822323462,"Medium",89,13,93418
2018-02-11,"S12000023","Orkney Islands","S08000025","NHS Orkney",2018,2,1085,106,103,3,0.971698113207547,0.0283018867924528,"Small",35,7,21711
2018-02-11,"S12000026","Scottish Borders","S08000016","NHS Borders",2018,2,1085,524,482,42,0.919847328244275,0.0801526717557252,"Medium",126,23,118921
2018-02-11,"S12000027","Shetland Islands","S08000026","NHS Shetland",2018,2,1085,154,154,0,1,0,"Small",30,10,22958
2018-02-11,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2018,2,1085,623,591,32,0.948635634028893,0.0513643659711075,"Medium",100,20,113957
2018-02-11,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2018,2,1085,1211,1077,134,0.88934764657308,0.11065235342692,"Large",236,50,334581
2018-02-11,"S12000033","Aberdeen City","S08000020","NHS Grampian",2018,2,1085,1320,1160,160,0.878787878787879,0.121212121212121,"Large",216,29,253776
2018-02-11,"S12000035","Argyll and Bute","S08000022","NHS Highland",2018,2,1085,128,125,3,0.9765625,0.0234375,"Medium",104,33,88694
2018-02-11,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2018,2,1085,3185,2497,688,0.783987441130298,0.216012558869702,"Large",565,72,566678
2018-02-11,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2018,2,1085,1278,1016,262,0.794992175273865,0.205007824726135,"Medium",142,29,181943
2018-02-11,"S12000040","West Lothian","S08000024","NHS Lothian",2018,2,1085,1051,926,125,0.881065651760228,0.118934348239772,"Medium",151,21,184872
2018-02-11,"S12000042","Dundee City","S08000030","NHS Tayside",2018,2,1085,899,847,52,0.942157953281424,0.0578420467185762,"Medium",145,22,162716
2018-02-11,"S12000047","Fife","S08000029","NHS Fife",2018,2,1085,1182,1156,26,0.978003384094755,0.0219966159052453,"Large",287,56,383709
2018-02-11,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2018,2,1085,463,461,2,0.995680345572354,0.00431965442764579,"Medium",150,25,147946
2018-02-11,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2018,2,1085,4802,4304,498,0.896293211162016,0.103706788837984,"Large",598,145,725081
2018-02-11,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2018,2,1085,2653,2507,146,0.944967960799095,0.0550320392009046,"Large",204,54,349535
2018-02-18,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2018,2,1092,850,752,98,0.884705882352941,0.115294117647059,"Medium",123,32,154306
2018-02-18,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2018,2,1092,1272,1166,106,0.916666666666667,0.0833333333333333,"Medium",105,17,132090
2018-02-18,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2018,2,1092,122,121,1,0.991803278688525,0.00819672131147541,"Small",32,9,26941
2018-02-18,"S12000014","Falkirk","S08000019","NHS Forth Valley",2018,2,1092,1119,987,132,0.882037533512064,0.117962466487936,"Medium",131,27,162767
2018-02-18,"S12000017","Highland","S08000022","NHS Highland",2018,2,1092,959,851,108,0.887382690302398,0.112617309697602,"Large",287,65,240473
2018-02-18,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2018,2,1092,562,498,64,0.886120996441281,0.113879003558719,"Small",55,14,81079
2018-02-18,"S12000020","Moray","S08000020","NHS Grampian",2018,2,1092,484,464,20,0.958677685950413,0.0413223140495868,"Medium",89,13,93418
2018-02-18,"S12000023","Orkney Islands","S08000025","NHS Orkney",2018,2,1092,115,106,9,0.921739130434783,0.0782608695652174,"Small",35,7,21711
2018-02-18,"S12000026","Scottish Borders","S08000016","NHS Borders",2018,2,1092,573,503,70,0.87783595113438,0.12216404886562,"Medium",126,23,118921
2018-02-18,"S12000027","Shetland Islands","S08000026","NHS Shetland",2018,2,1092,147,144,3,0.979591836734694,0.0204081632653061,"Small",30,10,22958
2018-02-18,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2018,2,1092,736,714,22,0.970108695652174,0.0298913043478261,"Medium",100,20,113957
2018-02-18,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2018,2,1092,1223,1093,130,0.893704006541292,0.106295993458708,"Large",236,50,334581
2018-02-18,"S12000033","Aberdeen City","S08000020","NHS Grampian",2018,2,1092,1413,1237,176,0.875442321302194,0.124557678697806,"Large",216,29,253776
2018-02-18,"S12000035","Argyll and Bute","S08000022","NHS Highland",2018,2,1092,117,114,3,0.974358974358974,0.0256410256410256,"Medium",104,33,88694
2018-02-18,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2018,2,1092,3139,2576,563,0.820643517043644,0.179356482956356,"Large",565,72,566678
2018-02-18,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2018,2,1092,1222,1053,169,0.861702127659574,0.138297872340426,"Medium",142,29,181943
2018-02-18,"S12000040","West Lothian","S08000024","NHS Lothian",2018,2,1092,1038,881,157,0.848747591522158,0.151252408477842,"Medium",151,21,184872
2018-02-18,"S12000042","Dundee City","S08000030","NHS Tayside",2018,2,1092,890,871,19,0.978651685393258,0.0213483146067416,"Medium",145,22,162716
2018-02-18,"S12000047","Fife","S08000029","NHS Fife",2018,2,1092,1208,1166,42,0.96523178807947,0.0347682119205298,"Large",287,56,383709
2018-02-18,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2018,2,1092,494,473,21,0.95748987854251,0.0425101214574899,"Medium",150,25,147946
2018-02-18,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2018,2,1092,4902,4176,726,0.851897184822521,0.148102815177479,"Large",598,145,725081
2018-02-18,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2018,2,1092,2583,2449,134,0.948122338366241,0.0518776616337592,"Large",204,54,349535
2018-02-25,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2018,2,1099,827,713,114,0.862152357920194,0.137847642079807,"Medium",123,32,154306
2018-02-25,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2018,2,1099,1335,1290,45,0.966292134831461,0.0337078651685393,"Medium",105,17,132090
2018-02-25,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2018,2,1099,123,121,2,0.983739837398374,0.016260162601626,"Small",32,9,26941
2018-02-25,"S12000014","Falkirk","S08000019","NHS Forth Valley",2018,2,1099,1242,989,253,0.796296296296296,0.203703703703704,"Medium",131,27,162767
2018-02-25,"S12000017","Highland","S08000022","NHS Highland",2018,2,1099,965,866,99,0.89740932642487,0.10259067357513,"Large",287,65,240473
2018-02-25,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2018,2,1099,645,555,90,0.86046511627907,0.13953488372093,"Small",55,14,81079
2018-02-25,"S12000020","Moray","S08000020","NHS Grampian",2018,2,1099,439,425,14,0.968109339407745,0.0318906605922551,"Medium",89,13,93418
2018-02-25,"S12000023","Orkney Islands","S08000025","NHS Orkney",2018,2,1099,132,131,1,0.992424242424242,0.00757575757575758,"Small",35,7,21711
2018-02-25,"S12000026","Scottish Borders","S08000016","NHS Borders",2018,2,1099,578,532,46,0.920415224913495,0.0795847750865052,"Medium",126,23,118921
2018-02-25,"S12000027","Shetland Islands","S08000026","NHS Shetland",2018,2,1099,133,129,4,0.969924812030075,0.0300751879699248,"Small",30,10,22958
2018-02-25,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2018,2,1099,668,640,28,0.958083832335329,0.0419161676646707,"Medium",100,20,113957
2018-02-25,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2018,2,1099,1170,1042,128,0.89059829059829,0.109401709401709,"Large",236,50,334581
2018-02-25,"S12000033","Aberdeen City","S08000020","NHS Grampian",2018,2,1099,1398,1278,120,0.914163090128755,0.0858369098712446,"Large",216,29,253776
2018-02-25,"S12000035","Argyll and Bute","S08000022","NHS Highland",2018,2,1099,140,137,3,0.978571428571429,0.0214285714285714,"Medium",104,33,88694
2018-02-25,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2018,2,1099,3241,2508,733,0.77383523603826,0.22616476396174,"Large",565,72,566678
2018-02-25,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2018,2,1099,1276,1049,227,0.822100313479624,0.177899686520376,"Medium",142,29,181943
2018-02-25,"S12000040","West Lothian","S08000024","NHS Lothian",2018,2,1099,1097,922,175,0.840474020054695,0.159525979945305,"Medium",151,21,184872
2018-02-25,"S12000042","Dundee City","S08000030","NHS Tayside",2018,2,1099,925,893,32,0.965405405405405,0.0345945945945946,"Medium",145,22,162716
2018-02-25,"S12000047","Fife","S08000029","NHS Fife",2018,2,1099,1295,1240,55,0.957528957528958,0.0424710424710425,"Large",287,56,383709
2018-02-25,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2018,2,1099,445,438,7,0.984269662921348,0.0157303370786517,"Medium",150,25,147946
2018-02-25,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2018,2,1099,5056,4220,836,0.834651898734177,0.165348101265823,"Large",598,145,725081
2018-02-25,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2018,2,1099,2807,2615,192,0.931599572497328,0.0684004275026719,"Large",204,54,349535
2018-03-04,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2018,3,1106,753,686,67,0.911022576361222,0.0889774236387782,"Medium",123,32,154306
2018-03-04,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2018,3,1106,1284,1209,75,0.941588785046729,0.058411214953271,"Medium",105,17,132090
2018-03-04,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2018,3,1106,135,133,2,0.985185185185185,0.0148148148148148,"Small",32,9,26941
2018-03-04,"S12000014","Falkirk","S08000019","NHS Forth Valley",2018,3,1106,993,833,160,0.838872104733132,0.161127895266868,"Medium",131,27,162767
2018-03-04,"S12000017","Highland","S08000022","NHS Highland",2018,3,1106,888,837,51,0.942567567567568,0.0574324324324324,"Large",287,65,240473
2018-03-04,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2018,3,1106,493,446,47,0.904665314401623,0.0953346855983773,"Small",55,14,81079
2018-03-04,"S12000020","Moray","S08000020","NHS Grampian",2018,3,1106,409,398,11,0.973105134474328,0.0268948655256724,"Medium",89,13,93418
2018-03-04,"S12000023","Orkney Islands","S08000025","NHS Orkney",2018,3,1106,103,102,1,0.990291262135922,0.00970873786407767,"Small",35,7,21711
2018-03-04,"S12000026","Scottish Borders","S08000016","NHS Borders",2018,3,1106,399,372,27,0.932330827067669,0.0676691729323308,"Medium",126,23,118921
2018-03-04,"S12000027","Shetland Islands","S08000026","NHS Shetland",2018,3,1106,140,137,3,0.978571428571429,0.0214285714285714,"Small",30,10,22958
2018-03-04,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2018,3,1106,649,613,36,0.944530046224962,0.0554699537750385,"Medium",100,20,113957
2018-03-04,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2018,3,1106,992,914,78,0.921370967741935,0.0786290322580645,"Large",236,50,334581
2018-03-04,"S12000033","Aberdeen City","S08000020","NHS Grampian",2018,3,1106,1356,1263,93,0.93141592920354,0.0685840707964602,"Large",216,29,253776
2018-03-04,"S12000035","Argyll and Bute","S08000022","NHS Highland",2018,3,1106,152,147,5,0.967105263157895,0.0328947368421053,"Medium",104,33,88694
2018-03-04,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2018,3,1106,2678,2087,591,0.779312920089619,0.220687079910381,"Large",565,72,566678
2018-03-04,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2018,3,1106,1043,812,231,0.778523489932886,0.221476510067114,"Medium",142,29,181943
