"date","ca","ca_name","hb","hb_name","y","m","julian","lt4","gt4","pc.lt4","pc.gt4","size_type","GPs_Count","num.practices","list.size"
2016-04-17,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2016,4,420,2167,72,0.967842786958464,0.0321572130415364,"Large",219,56,347884
2016-04-24,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2016,4,427,916,42,0.95615866388309,0.0438413361169102,"Medium",128,33,154188
2016-04-24,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2016,4,427,1459,52,0.965585704831238,0.0344142951687624,"Medium",108,16,132070
2016-04-24,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2016,4,427,118,1,0.991596638655462,0.00840336134453781,"Small",29,9,26836
2016-04-24,"S12000014","Falkirk","S08000019","NHS Forth Valley",2016,4,427,1244,45,0.965089216446858,0.034910783553142,"Medium",129,27,161165
2016-04-24,"S12000017","Highland","S08000022","NHS Highland",2016,4,427,937,20,0.979101358411703,0.0208986415882968,"Large",284,65,238085
2016-04-24,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2016,4,427,637,25,0.962235649546828,0.0377643504531722,"Small",50,16,82025
2016-04-24,"S12000020","Moray","S08000020","NHS Grampian",2016,4,427,493,21,0.959143968871595,0.0408560311284047,"Medium",84,13,92571
2016-04-24,"S12000023","Orkney Islands","S08000025","NHS Orkney",2016,4,427,124,0,1,0,"Small",33,7,21268
2016-04-24,"S12000026","Scottish Borders","S08000016","NHS Borders",2016,4,427,586,34,0.945161290322581,0.0548387096774194,"Medium",118,23,117583
2016-04-24,"S12000027","Shetland Islands","S08000026","NHS Shetland",2016,4,427,130,6,0.955882352941177,0.0441176470588235,"Small",29,10,23062
2016-04-24,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2016,4,427,796,96,0.89237668161435,0.10762331838565,"Medium",98,21,113322
2016-04-24,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2016,4,427,1334,68,0.951497860199715,0.0485021398002853,"Large",242,52,330422
2016-04-24,"S12000033","Aberdeen City","S08000020","NHS Grampian",2016,4,427,1404,42,0.970954356846473,0.029045643153527,"Large",220,30,252871
2016-04-24,"S12000035","Argyll and Bute","S08000022","NHS Highland",2016,4,427,142,1,0.993006993006993,0.00699300699300699,"Medium",103,33,88613
2016-04-24,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2016,4,427,3053,146,0.954360737730541,0.0456392622694592,"Large",536,73,540790
2016-04-24,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2016,4,427,1262,111,0.919155134741442,0.0808448652585579,"Medium",138,29,179403
2016-04-24,"S12000040","West Lothian","S08000024","NHS Lothian",2016,4,427,1142,41,0.965342349957735,0.0346576500422654,"Medium",142,22,190859
2016-04-24,"S12000042","Dundee City","S08000030","NHS Tayside",2016,4,427,937,16,0.983210912906611,0.0167890870933893,"Medium",135,23,162012
2016-04-24,"S12000047","Fife","S08000029","NHS Fife",2016,4,427,1231,82,0.937547600913938,0.0624523990860625,"Large",272,58,381238
2016-04-24,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2016,4,427,487,13,0.974,0.026,"Medium",137,25,146308
2016-04-24,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2016,4,427,4387,375,0.921251574968501,0.0787484250314994,"Large",569,147,709348
2016-04-24,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2016,4,427,2594,71,0.973358348968105,0.0266416510318949,"Large",219,56,347884
2016-05-01,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2016,5,434,847,24,0.972445464982778,0.0275545350172216,"Medium",128,33,154188
2016-05-01,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,434,1296,52,0.961424332344214,0.0385756676557863,"Medium",108,16,132070
2016-05-01,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2016,5,434,112,1,0.991150442477876,0.00884955752212389,"Small",29,9,26836
2016-05-01,"S12000014","Falkirk","S08000019","NHS Forth Valley",2016,5,434,1177,56,0.954582319545823,0.0454176804541768,"Medium",129,27,161165
2016-05-01,"S12000017","Highland","S08000022","NHS Highland",2016,5,434,916,45,0.953173777315297,0.0468262226847034,"Large",284,65,238085
2016-05-01,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2016,5,434,630,27,0.958904109589041,0.0410958904109589,"Small",50,16,82025
2016-05-01,"S12000020","Moray","S08000020","NHS Grampian",2016,5,434,470,39,0.923379174852652,0.0766208251473477,"Medium",84,13,92571
2016-05-01,"S12000023","Orkney Islands","S08000025","NHS Orkney",2016,5,434,116,0,1,0,"Small",33,7,21268
2016-05-01,"S12000026","Scottish Borders","S08000016","NHS Borders",2016,5,434,536,12,0.978102189781022,0.0218978102189781,"Medium",118,23,117583
2016-05-01,"S12000027","Shetland Islands","S08000026","NHS Shetland",2016,5,434,124,9,0.932330827067669,0.0676691729323308,"Small",29,10,23062
2016-05-01,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,434,803,50,0.941383352872216,0.0586166471277843,"Medium",98,21,113322
2016-05-01,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2016,5,434,1209,44,0.96488427773344,0.0351157222665603,"Large",242,52,330422
2016-05-01,"S12000033","Aberdeen City","S08000020","NHS Grampian",2016,5,434,1272,51,0.961451247165533,0.0385487528344671,"Large",220,30,252871
2016-05-01,"S12000035","Argyll and Bute","S08000022","NHS Highland",2016,5,434,139,1,0.992857142857143,0.00714285714285714,"Medium",103,33,88613
2016-05-01,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2016,5,434,3169,129,0.960885385081868,0.0391146149181322,"Large",536,73,540790
2016-05-01,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2016,5,434,1247,110,0.918938835666912,0.0810611643330877,"Medium",138,29,179403
2016-05-01,"S12000040","West Lothian","S08000024","NHS Lothian",2016,5,434,965,60,0.941463414634146,0.0585365853658537,"Medium",142,22,190859
2016-05-01,"S12000042","Dundee City","S08000030","NHS Tayside",2016,5,434,875,9,0.989819004524887,0.0101809954751131,"Medium",135,23,162012
2016-05-01,"S12000047","Fife","S08000029","NHS Fife",2016,5,434,1154,63,0.94823336072309,0.0517666392769104,"Large",272,58,381238
2016-05-01,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2016,5,434,483,1,0.997933884297521,0.00206611570247934,"Medium",137,25,146308
2016-05-01,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2016,5,434,4388,249,0.946301488031055,0.0536985119689454,"Large",569,147,709348
2016-05-01,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2016,5,434,2524,160,0.940387481371088,0.0596125186289121,"Large",219,56,347884
2016-05-08,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2016,5,441,902,27,0.970936490850377,0.0290635091496232,"Medium",128,33,154188
2016-05-08,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,441,1336,61,0.956335003579098,0.0436649964209019,"Medium",108,16,132070
2016-05-08,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2016,5,441,104,0,1,0,"Small",29,9,26836
2016-05-08,"S12000014","Falkirk","S08000019","NHS Forth Valley",2016,5,441,1224,78,0.940092165898618,0.0599078341013825,"Medium",129,27,161165
2016-05-08,"S12000017","Highland","S08000022","NHS Highland",2016,5,441,971,46,0.954768928220256,0.0452310717797443,"Large",284,65,238085
2016-05-08,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2016,5,441,613,17,0.973015873015873,0.026984126984127,"Small",50,16,82025
2016-05-08,"S12000020","Moray","S08000020","NHS Grampian",2016,5,441,517,17,0.968164794007491,0.0318352059925094,"Medium",84,13,92571
2016-05-08,"S12000023","Orkney Islands","S08000025","NHS Orkney",2016,5,441,103,2,0.980952380952381,0.019047619047619,"Small",33,7,21268
2016-05-08,"S12000026","Scottish Borders","S08000016","NHS Borders",2016,5,441,564,22,0.962457337883959,0.037542662116041,"Medium",118,23,117583
2016-05-08,"S12000027","Shetland Islands","S08000026","NHS Shetland",2016,5,441,147,5,0.967105263157895,0.0328947368421053,"Small",29,10,23062
2016-05-08,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,441,855,38,0.957446808510638,0.0425531914893617,"Medium",98,21,113322
2016-05-08,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2016,5,441,1200,59,0.953137410643368,0.0468625893566322,"Large",242,52,330422
2016-05-08,"S12000033","Aberdeen City","S08000020","NHS Grampian",2016,5,441,1424,72,0.951871657754011,0.0481283422459893,"Large",220,30,252871
2016-05-08,"S12000035","Argyll and Bute","S08000022","NHS Highland",2016,5,441,168,0,1,0,"Medium",103,33,88613
2016-05-08,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2016,5,441,3186,177,0.947368421052632,0.0526315789473684,"Large",536,73,540790
2016-05-08,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2016,5,441,1287,170,0.883321894303363,0.116678105696637,"Medium",138,29,179403
2016-05-08,"S12000040","West Lothian","S08000024","NHS Lothian",2016,5,441,988,130,0.883720930232558,0.116279069767442,"Medium",142,22,190859
2016-05-08,"S12000042","Dundee City","S08000030","NHS Tayside",2016,5,441,1024,44,0.958801498127341,0.0411985018726592,"Medium",135,23,162012
2016-05-08,"S12000047","Fife","S08000029","NHS Fife",2016,5,441,1198,90,0.930124223602484,0.0698757763975155,"Large",272,58,381238
2016-05-08,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2016,5,441,492,8,0.984,0.016,"Medium",137,25,146308
2016-05-08,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2016,5,441,4382,607,0.878332331128483,0.121667668871517,"Large",569,147,709348
2016-05-08,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2016,5,441,2529,111,0.957954545454546,0.0420454545454545,"Large",219,56,347884
2016-05-15,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2016,5,448,915,24,0.97444089456869,0.0255591054313099,"Medium",128,33,154188
2016-05-15,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,448,1325,65,0.953237410071942,0.0467625899280576,"Medium",108,16,132070
2016-05-15,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2016,5,448,147,1,0.993243243243243,0.00675675675675676,"Small",29,9,26836
2016-05-15,"S12000014","Falkirk","S08000019","NHS Forth Valley",2016,5,448,1249,170,0.880197322057787,0.119802677942213,"Medium",129,27,161165
2016-05-15,"S12000017","Highland","S08000022","NHS Highland",2016,5,448,982,58,0.944230769230769,0.0557692307692308,"Large",284,65,238085
2016-05-15,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2016,5,448,668,18,0.973760932944606,0.0262390670553936,"Small",50,16,82025
2016-05-15,"S12000020","Moray","S08000020","NHS Grampian",2016,5,448,488,10,0.979919678714859,0.0200803212851406,"Medium",84,13,92571
2016-05-15,"S12000023","Orkney Islands","S08000025","NHS Orkney",2016,5,448,111,4,0.965217391304348,0.0347826086956522,"Small",33,7,21268
2016-05-15,"S12000026","Scottish Borders","S08000016","NHS Borders",2016,5,448,595,20,0.967479674796748,0.032520325203252,"Medium",118,23,117583
2016-05-15,"S12000027","Shetland Islands","S08000026","NHS Shetland",2016,5,448,148,7,0.954838709677419,0.0451612903225806,"Small",29,10,23062
2016-05-15,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,448,827,143,0.852577319587629,0.147422680412371,"Medium",98,21,113322
2016-05-15,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2016,5,448,1311,69,0.95,0.05,"Large",242,52,330422
2016-05-15,"S12000033","Aberdeen City","S08000020","NHS Grampian",2016,5,448,1472,63,0.958957654723127,0.041042345276873,"Large",220,30,252871
2016-05-15,"S12000035","Argyll and Bute","S08000022","NHS Highland",2016,5,448,161,1,0.993827160493827,0.00617283950617284,"Medium",103,33,88613
2016-05-15,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2016,5,448,3145,246,0.927455028015335,0.0725449719846653,"Large",536,73,540790
2016-05-15,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2016,5,448,1343,119,0.918604651162791,0.0813953488372093,"Medium",138,29,179403
2016-05-15,"S12000040","West Lothian","S08000024","NHS Lothian",2016,5,448,1096,49,0.957205240174672,0.0427947598253275,"Medium",142,22,190859
2016-05-15,"S12000042","Dundee City","S08000030","NHS Tayside",2016,5,448,944,9,0.990556138509968,0.00944386149003148,"Medium",135,23,162012
2016-05-15,"S12000047","Fife","S08000029","NHS Fife",2016,5,448,1250,97,0.927988121752042,0.0720118782479584,"Large",272,58,381238
2016-05-15,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2016,5,448,534,1,0.998130841121495,0.00186915887850467,"Medium",137,25,146308
2016-05-15,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2016,5,448,4468,536,0.892885691446842,0.107114308553157,"Large",569,147,709348
2016-05-15,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2016,5,448,2606,190,0.932045779685265,0.0679542203147353,"Large",219,56,347884
2016-05-22,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2016,5,455,878,45,0.95124593716143,0.0487540628385699,"Medium",128,33,154188
2016-05-22,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,455,1301,36,0.973074046372476,0.0269259536275243,"Medium",108,16,132070
2016-05-22,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2016,5,455,112,0,1,0,"Small",29,9,26836
2016-05-22,"S12000014","Falkirk","S08000019","NHS Forth Valley",2016,5,455,1171,128,0.901462663587375,0.0985373364126251,"Medium",129,27,161165
2016-05-22,"S12000017","Highland","S08000022","NHS Highland",2016,5,455,912,32,0.966101694915254,0.0338983050847458,"Large",284,65,238085
2016-05-22,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2016,5,455,626,23,0.964560862865948,0.0354391371340524,"Small",50,16,82025
2016-05-22,"S12000020","Moray","S08000020","NHS Grampian",2016,5,455,433,9,0.979638009049774,0.0203619909502262,"Medium",84,13,92571
2016-05-22,"S12000023","Orkney Islands","S08000025","NHS Orkney",2016,5,455,89,3,0.967391304347826,0.0326086956521739,"Small",33,7,21268
2016-05-22,"S12000026","Scottish Borders","S08000016","NHS Borders",2016,5,455,572,57,0.909379968203498,0.0906200317965024,"Medium",118,23,117583
2016-05-22,"S12000027","Shetland Islands","S08000026","NHS Shetland",2016,5,455,127,11,0.920289855072464,0.0797101449275362,"Small",29,10,23062
2016-05-22,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,455,833,46,0.947667804323094,0.0523321956769056,"Medium",98,21,113322
2016-05-22,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2016,5,455,1150,101,0.919264588329337,0.0807354116706635,"Large",242,52,330422
2016-05-22,"S12000033","Aberdeen City","S08000020","NHS Grampian",2016,5,455,1462,72,0.953063885267275,0.0469361147327249,"Large",220,30,252871
2016-05-22,"S12000035","Argyll and Bute","S08000022","NHS Highland",2016,5,455,159,1,0.99375,0.00625,"Medium",103,33,88613
2016-05-22,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2016,5,455,3247,192,0.944169816807211,0.0558301831927886,"Large",536,73,540790
2016-05-22,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2016,5,455,1199,148,0.890126206384558,0.109873793615442,"Medium",138,29,179403
2016-05-22,"S12000040","West Lothian","S08000024","NHS Lothian",2016,5,455,1090,31,0.972346119536128,0.0276538804638715,"Medium",142,22,190859
2016-05-22,"S12000042","Dundee City","S08000030","NHS Tayside",2016,5,455,943,8,0.991587802313354,0.00841219768664564,"Medium",135,23,162012
2016-05-22,"S12000047","Fife","S08000029","NHS Fife",2016,5,455,1221,78,0.939953810623557,0.0600461893764434,"Large",272,58,381238
2016-05-22,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2016,5,455,506,5,0.990215264187867,0.00978473581213307,"Medium",137,25,146308
2016-05-22,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2016,5,455,4354,431,0.909926854754441,0.090073145245559,"Large",569,147,709348
2016-05-22,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2016,5,455,2528,209,0.923639020825722,0.0763609791742784,"Large",219,56,347884
2016-05-29,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2016,5,462,1006,33,0.968238691049086,0.0317613089509143,"Medium",128,33,154188
2016-05-29,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,462,1387,49,0.965877437325905,0.0341225626740947,"Medium",108,16,132070
2016-05-29,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2016,5,462,135,0,1,0,"Small",29,9,26836
2016-05-29,"S12000014","Falkirk","S08000019","NHS Forth Valley",2016,5,462,1255,109,0.920087976539589,0.0799120234604106,"Medium",129,27,161165
2016-05-29,"S12000017","Highland","S08000022","NHS Highland",2016,5,462,1048,54,0.950998185117967,0.0490018148820327,"Large",284,65,238085
2016-05-29,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2016,5,462,650,22,0.967261904761905,0.0327380952380952,"Small",50,16,82025
2016-05-29,"S12000020","Moray","S08000020","NHS Grampian",2016,5,462,452,12,0.974137931034483,0.0258620689655172,"Medium",84,13,92571
2016-05-29,"S12000023","Orkney Islands","S08000025","NHS Orkney",2016,5,462,148,1,0.993288590604027,0.00671140939597315,"Small",33,7,21268
2016-05-29,"S12000026","Scottish Borders","S08000016","NHS Borders",2016,5,462,546,67,0.890701468189233,0.109298531810767,"Medium",118,23,117583
2016-05-29,"S12000027","Shetland Islands","S08000026","NHS Shetland",2016,5,462,163,1,0.99390243902439,0.00609756097560976,"Small",29,10,23062
2016-05-29,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2016,5,462,855,33,0.962837837837838,0.0371621621621622,"Medium",98,21,113322
2016-05-29,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2016,5,462,1199,84,0.934528448947779,0.0654715510522214,"Large",242,52,330422
2016-05-29,"S12000033","Aberdeen City","S08000020","NHS Grampian",2016,5,462,1465,95,0.939102564102564,0.0608974358974359,"Large",220,30,252871
2016-05-29,"S12000035","Argyll and Bute","S08000022","NHS Highland",2016,5,462,195,4,0.979899497487437,0.0201005025125628,"Medium",103,33,88613
2016-05-29,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2016,5,462,3102,234,0.929856115107914,0.0701438848920863,"Large",536,73,540790
2016-05-29,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2016,5,462,1285,143,0.899859943977591,0.100140056022409,"Medium",138,29,179403
2016-05-29,"S12000040","West Lothian","S08000024","NHS Lothian",2016,5,462,1074,34,0.969314079422383,0.0306859205776173,"Medium",142,22,190859
2016-05-29,"S12000042","Dundee City","S08000030","NHS Tayside",2016,5,462,925,13,0.986140724946695,0.0138592750533049,"Medium",135,23,162012
2016-05-29,"S12000047","Fife","S08000029","NHS Fife",2016,5,462,1235,62,0.952197378565921,0.0478026214340786,"Large",272,58,381238
2016-05-29,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2016,5,462,487,6,0.987829614604463,0.0121703853955375,"Medium",137,25,146308
2016-05-29,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2016,5,462,4381,429,0.910810810810811,0.0891891891891892,"Large",569,147,709348
2016-05-29,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2016,5,462,2473,131,0.949692780337942,0.0503072196620584,"Large",219,56,347884
2016-06-05,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2016,6,469,1022,30,0.97148288973384,0.0285171102661597,"Medium",128,33,154188
2016-06-05,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2016,6,469,1447,45,0.969839142091153,0.0301608579088472,"Medium",108,16,132070
2016-06-05,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2016,6,469,165,0,1,0,"Small",29,9,26836
2016-06-05,"S12000014","Falkirk","S08000019","NHS Forth Valley",2016,6,469,1309,97,0.931009957325747,0.0689900426742532,"Medium",129,27,161165
2016-06-05,"S12000017","Highland","S08000022","NHS Highland",2016,6,469,1031,58,0.94674012855831,0.0532598714416896,"Large",284,65,238085
2016-06-05,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2016,6,469,652,31,0.954612005856515,0.0453879941434846,"Small",50,16,82025
2016-06-05,"S12000020","Moray","S08000020","NHS Grampian",2016,6,469,487,7,0.98582995951417,0.01417004048583,"Medium",84,13,92571
2016-06-05,"S12000023","Orkney Islands","S08000025","NHS Orkney",2016,6,469,126,4,0.969230769230769,0.0307692307692308,"Small",33,7,21268
2016-06-05,"S12000026","Scottish Borders","S08000016","NHS Borders",2016,6,469,544,45,0.923599320882852,0.0764006791171477,"Medium",118,23,117583
2016-06-05,"S12000027","Shetland Islands","S08000026","NHS Shetland",2016,6,469,145,10,0.935483870967742,0.0645161290322581,"Small",29,10,23062
2016-06-05,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2016,6,469,927,30,0.968652037617555,0.0313479623824451,"Medium",98,21,113322
2016-06-05,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2016,6,469,1236,92,0.930722891566265,0.0692771084337349,"Large",242,52,330422
2016-06-05,"S12000033","Aberdeen City","S08000020","NHS Grampian",2016,6,469,1370,68,0.952712100139082,0.0472878998609179,"Large",220,30,252871
2016-06-05,"S12000035","Argyll and Bute","S08000022","NHS Highland",2016,6,469,177,1,0.99438202247191,0.00561797752808989,"Medium",103,33,88613
2016-06-05,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2016,6,469,3170,211,0.937592428275658,0.0624075717243419,"Large",536,73,540790
2016-06-05,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2016,6,469,1349,170,0.88808426596445,0.11191573403555,"Medium",138,29,179403
2016-06-05,"S12000040","West Lothian","S08000024","NHS Lothian",2016,6,469,1168,54,0.955810147299509,0.044189852700491,"Medium",142,22,190859
2016-06-05,"S12000042","Dundee City","S08000030","NHS Tayside",2016,6,469,1003,17,0.983333333333333,0.0166666666666667,"Medium",135,23,162012
2016-06-05,"S12000047","Fife","S08000029","NHS Fife",2016,6,469,1279,46,0.965283018867925,0.0347169811320755,"Large",272,58,381238
2016-06-05,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2016,6,469,596,0,1,0,"Medium",137,25,146308
2016-06-05,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2016,6,469,4787,326,0.936240954429885,0.0637590455701154,"Large",569,147,709348
2016-06-05,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2016,6,469,2591,139,0.949084249084249,0.0509157509157509,"Large",219,56,347884
2016-06-12,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2016,6,476,972,34,0.966202783300199,0.0337972166998012,"Medium",128,33,154188
2016-06-12,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2016,6,476,1435,35,0.976190476190476,0.0238095238095238,"Medium",108,16,132070
2016-06-12,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2016,6,476,153,0,1,0,"Small",29,9,26836
2016-06-12,"S12000014","Falkirk","S08000019","NHS Forth Valley",2016,6,476,1230,58,0.954968944099379,0.0450310559006211,"Medium",129,27,161165
2016-06-12,"S12000017","Highland","S08000022","NHS Highland",2016,6,476,1013,52,0.951173708920188,0.0488262910798122,"Large",284,65,238085
2016-06-12,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2016,6,476,654,13,0.980509745127436,0.0194902548725637,"Small",50,16,82025
2016-06-12,"S12000020","Moray","S08000020","NHS Grampian",2016,6,476,477,6,0.987577639751553,0.0124223602484472,"Medium",84,13,92571
2016-06-12,"S12000023","Orkney Islands","S08000025","NHS Orkney",2016,6,476,123,2,0.984,0.016,"Small",33,7,21268
2016-06-12,"S12000026","Scottish Borders","S08000016","NHS Borders",2016,6,476,564,4,0.992957746478873,0.00704225352112676,"Medium",118,23,117583
2016-06-12,"S12000027","Shetland Islands","S08000026","NHS Shetland",2016,6,476,155,6,0.962732919254658,0.0372670807453416,"Small",29,10,23062
2016-06-12,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2016,6,476,894,117,0.884272997032641,0.115727002967359,"Medium",98,21,113322
2016-06-12,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2016,6,476,1203,106,0.919022154316272,0.080977845683728,"Large",242,52,330422
2016-06-12,"S12000033","Aberdeen City","S08000020","NHS Grampian",2016,6,476,1450,31,0.979068197164078,0.0209318028359217,"Large",220,30,252871
2016-06-12,"S12000035","Argyll and Bute","S08000022","NHS Highland",2016,6,476,202,2,0.990196078431373,0.00980392156862745,"Medium",103,33,88613
2016-06-12,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2016,6,476,3116,141,0.956708627571385,0.0432913724286153,"Large",536,73,540790
2016-06-12,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2016,6,476,1308,137,0.905190311418685,0.0948096885813149,"Medium",138,29,179403
2016-06-12,"S12000040","West Lothian","S08000024","NHS Lothian",2016,6,476,1080,60,0.947368421052632,0.0526315789473684,"Medium",142,22,190859
2016-06-12,"S12000042","Dundee City","S08000030","NHS Tayside",2016,6,476,947,7,0.992662473794549,0.00733752620545073,"Medium",135,23,162012
2016-06-12,"S12000047","Fife","S08000029","NHS Fife",2016,6,476,1185,41,0.966557911908646,0.033442088091354,"Large",272,58,381238
2016-06-12,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2016,6,476,532,1,0.99812382739212,0.00187617260787992,"Medium",137,25,146308
2016-06-12,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2016,6,476,4652,368,0.926693227091633,0.0733067729083665,"Large",569,147,709348
2016-06-12,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2016,6,476,2606,214,0.924113475177305,0.075886524822695,"Large",219,56,347884
2016-06-19,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2016,6,483,921,36,0.962382445141066,0.0376175548589342,"Medium",128,33,154188
2016-06-19,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2016,6,483,1316,81,0.94201861130995,0.0579813886900501,"Medium",108,16,132070
2016-06-19,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2016,6,483,135,2,0.985401459854015,0.0145985401459854,"Small",29,9,26836
2016-06-19,"S12000014","Falkirk","S08000019","NHS Forth Valley",2016,6,483,1123,97,0.920491803278689,0.0795081967213115,"Medium",129,27,161165
2016-06-19,"S12000017","Highland","S08000022","NHS Highland",2016,6,483,948,38,0.961460446247465,0.0385395537525355,"Large",284,65,238085
2016-06-19,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2016,6,483,603,16,0.974151857835218,0.0258481421647819,"Small",50,16,82025
2016-06-19,"S12000020","Moray","S08000020","NHS Grampian",2016,6,483,434,17,0.962305986696231,0.0376940133037694,"Medium",84,13,92571
2016-06-19,"S12000023","Orkney Islands","S08000025","NHS Orkney",2016,6,483,129,3,0.977272727272727,0.0227272727272727,"Small",33,7,21268
